sku_name,label,neg_label
辊-盘磨备件侧机体底部衬板B\K3710.5.3.0,专用设备及配件-锅炉辅助系统设备-制粉系统设备-制粉系统磨煤机配件,
得力 50mm*50米4卷装 美纹胶带 美纹纸胶带遮蔽喷漆保护瓷砖美缝无痕贴 封口胶封箱分色纸,日常及办公用品-办公用品-办公文具-胶带纸,
高压缸备件中压持环\H-HDSCFDPM24-TX300GA紧定螺钉,专用设备及配件-汽轮机系统设备-发电汽轮机本体组件-汽轮机高压缸配件,
轴承\6232M/C3\6232M/C3\SKF\盘\轴承,机械产品-轴承-轴承及附件-轴承,
米太50mm彩色长尾夹金属票据夹燕尾夹蝴蝶夹凤尾夹铁夹子1# 12只装\6盒装,日常及办公用品-办公用品-办公文具-夹子,
热水器\3D-JH166/25L,日常及办公用品-家用电器-大家电-热水器,
齐心 COMIX C4774-5 晶纯复印纸 A4 70g 500张/包 计价单位: 包,日常及办公用品-办公用品-办公用纸-复印纸,
截止阀/J41H-16P   DN25,机械产品-工业阀门-工业阀门及配件-截止阀,
骨架油封\TC75*95*10，丁腈橡胶,材料产品-复合材料及制品-密封件-骨架油封,
环氧漆F60(5CJ)\黑色BLACK Jotacote F60 20L/组,材料产品-涂料-涂料-环氧漆,
仪表接头\弯通卡套接头/SS-LU-ML8FITOK,五金材料-工业管件-接头-快速弯头,
3M X系列头戴式耳罩 X3A NRR/SNR:28/33dB 1个,日常及办公用品-安全防护用品-劳动防护用品-耳塞,
斯凯孚SKF 角接触球轴承，40度，单列，7314 BECBP,机械产品-轴承-轴承及附件-轴承,
六角头螺栓\16/260/8.8级/GB5782,五金材料-紧固件-螺栓-六角头螺栓,
南极人三双装防晒冰袖女通用冰丝袖套男户外运动骑行开车护臂套袖防晒手套N2E8X94623 白色有指洞【3双装】,日常及办公用品-安全防护用品-劳动防护用品-袖套,
滑动轴承\80110（进口6010-2ZR）,机械产品-轴承-轴承及附件-轴承,
小米室外摄像机CW400 家用监控摄像头 400万双云台版 2.5K全彩夜视\声光警报 防尘防水 双向语音+128G内存卡,电子通信及自动化产品-控制系统、集中监视系统及配件-工业监控设备-摄像头,
雨鞋/41码,日常及办公用品-安全防护用品-劳动防护用品-工作鞋,
缠绕垫\430X380X4\不锈钢+石墨\宁波友邦,材料产品-复合材料及制品-密封件-金属缠绕垫,
NB智能膜式燃气表\NB-IoT膜式燃气表，左进右出，G6,仪器仪表-自动化仪器仪表及配件-流量仪表-燃气表,
控制电缆\ZC-KVVP2/22-4*6,电工产品-电线电缆光缆-电线电缆光缆-控制电缆,
兄弟（BROTHER）PT-18Rz 便携式 专业标签打印机,日常及办公用品-办公用品-办公器材-打标机,
电导率变送器\CNA-81.301.012 适用于纯水;盘装式;电池常数0.04cm-1\CNA-81.301.012 \SWAN,仪器仪表-分析、实验仪器仪表及配件-分析仪器仪表-电导率测试仪,
氨水\GR500ml/500ml,材料产品-化学试剂-化学试剂-氨水试剂,
钢板/厚度3mm，1260mm*1990mm,材料产品-黑色金属及制品-钢板材-钢板,
缠绕垫/金属缠绕垫/带内外环/DN15 CL300/HG20631 -2009\缠绕垫/金属缠绕垫/带内外环/DN15 CL300/HG20631 -2009,材料产品-复合材料及制品-密封件-金属缠绕垫,
缠绕垫片-C\pn25dn40,材料产品-复合材料及制品-密封件-金属缠绕垫,
定子3005\泵型号：NM076BY02S12V 5072760,机械产品-工业泵-工业泵及配件-螺杆泵配件,
得力 deli 7122 超能固体胶棒 21G 单支装 计价单位:支,日常及办公用品-办公用品-办公文具-胶棒,
直流电压变送器\LF-DV11-52A1 0-75mV 4-20mA,仪器仪表-电工仪器仪表及配件-电压测量仪表-电压变送器,
镀锌管/6分，6米/条,材料产品-黑色金属及制品-钢管-镀锌管（米）,
闸阀\防腐平板电动/HSPZ973H-10CDN400,机械产品-工业阀门-工业阀门及配件-闸阀,
联想ThinkVision T27i 27英寸IPS FHDS显示器 窄边框 HDMI+DP+VGA接口 旋转升降 可俯仰 可壁挂 支持多屏显示,电子通信及自动化产品-电子计算机-计算机外部设备-显示器,
清洗剂\钻石碟/300300,材料产品-工业用剂-工业用剂-清洗剂,
轴承\6310/C3,机械产品-轴承-轴承及附件-轴承,
镀锌扁钢水平弯\50*5,材料产品-黑色金属及制品-型钢-扁钢,
金典(Golden)GD-50M装订机财务自动凭证装订机 档案打孔机 激光定位,日常及办公用品-办公用品-办公器材-装订机,
滚动轴承/51409\滚动轴承/51409,机械产品-轴承-轴承及附件-轴承,
电磁阀\CNA-81.165.011\CNA-81.165.011,仪器仪表-自动化仪器仪表及配件-控制调节仪表-电磁阀,
低压动力电缆\ZRC-YJV-0.6/1kV-4X2.5\三開/江苏中煤,电工产品-电线电缆光缆-电线电缆光缆-电力电缆,
螺杆式空气压缩机备件连杆螺栓\接头/1614906400,机械产品-压缩机设备-压缩机及配件-螺杆式压缩机配件,
网络交换机\S5720S-52P-L1-AC 48口千兆以太网+4口千兆光,电子通信及自动化产品-信息系统及设备-网络系统设备-交换机,
电导率电极\梅特勒 InLab 738-ISM 物料号51344110,仪器仪表-分析、实验仪器仪表及配件-电极-电导电极,
SRM/人民水泵 QX/QDX系列小型潜水电泵 QDX10-18-0.75A 出口DN50 额定流量10m³/h 额定扬程18m 750W 220V 1台,机械产品-工业泵-工业泵及配件-离心泵,
油漆\黄色反光漆\反光漆\黄色\10KG\桶,材料产品-涂料-涂料-反光漆,
泵轴1\配100BYW80-80-37液下排污泵，含轴键、销轴,机械产品-工业泵-工业泵及配件-离心泵配件,
对夹式止回阀\H76H-25 DN250,机械产品-工业阀门-工业阀门及配件-止回阀,
电接点玻璃温度计\WSS-401F/10/100MM/0~300°C/M27*2,仪器仪表-自动化仪器仪表及配件-温湿度仪表-电接点式温度计,
制冷剂/品牌：巨化，中国蓝天，金冷；型号：R22；10kg/罐；空调用,机械产品-空调设备-空调设备及配件-空调配件,
铜芯聚氯乙烯绝缘聚氯乙烯护套钢带铠装铜带屏蔽阻燃控制电缆\ZRC-KVVP2-22-0.45/0.75KV-10×2.5,电工产品-电线电缆光缆-电线电缆光缆-控制电缆,
"TX/通薪 油漆滚刷 9"" 1个",工器具-手动工具-土木、园艺工具-刷子,
内骨架油封\35MM/60MM/12MM\台湾TTO\岳阳洞庭,材料产品-复合材料及制品-密封件-骨架油封,
重调机放油球阀\G16-018-2-11 球阀  DN20  PN16,机械产品-工业阀门-工业阀门及配件-球阀,
金隆兴(Glosen)手机保管箱存放柜铝合金带锁手机收纳箱手提式手机柜存放箱 24位 B1224,日常及办公用品-家具-柜、箱、架-箱,
轴承\22309-E1-XL-C3\FAG,机械产品-轴承-轴承及附件-轴承,
DN15燃气紧急切断阀\DRQF-15-0.1/BTF,仪器仪表-自动化仪器仪表及配件-控制调节仪表-电磁阀,
电缆\ZR-YVFR22 3×120,电工产品-电线电缆光缆-电线电缆光缆-电力电缆,
双唇骨架油封\115X160X16FKM\氟橡胶\岳阳洞庭,材料产品-复合材料及制品-密封件-骨架油封,
抗磨液压油\柳工或长城，L-HM46，18L/桶,材料产品-工业用剂-润滑油脂-液压油,
大杨315棉毛巾 清洁吸水抹布擦车巾工地装卸维修工作擦拭布 25*50cm 10条装 小号 颜色随机 定制,日常及办公用品-日常生活用品-日用杂品-擦车巾,
温湿度控制器/江阴市信灵电子技术有限公司 KXL-13A-Z1-S,仪器仪表-自动化仪器仪表及配件-控制调节仪表-温湿度控制器,
公牛（BULL) 新国标插座/插线板/插排/排插/接线板/拖线板 6位总控全长10米 GN-109K,电工产品-交直流电源-插头、插座-排插,
复合氧化锌避雷器/HY1.5W-0.28/1.3,电工产品-高、低压开关电器-避雷器-氧化锌避雷器,
精密螺丝批\世达 05488\26件组套,工器具-手动工具-组套类工具-组合工具,
本迪物业大垃圾桶袋 80*100CM*50只黑色加厚商用酒店环卫平口干湿分类,日常及办公用品-日常生活用品-日用杂品-垃圾袋,
"耐振式压力表\0-6MPa/Y-100BFZ ,1.6级/1/2""NPT",仪器仪表-自动化仪器仪表及配件-压力仪表-弹簧管压力表,
8.8级氧化碳钢外六角双头全牙粗螺纹螺栓\ZKH/震坤行 GB97.1 MF 平垫圈-A级 碳钢 200HV 发黑 (P) M304138020000000100P φ20 1个,五金材料-紧固件-垫圈-平垫圈,
热电阻\WZPK-135Pt100/L=500,仪器仪表-自动化仪器仪表及配件-温湿度仪表-热电阻,
高强石墨垫\126*155*2,材料产品-复合材料及制品-密封件-石墨垫片,
热电偶\透平缸金属温度(上/下部)/T409S-NP/E/367/OKAZAKI,仪器仪表-自动化仪器仪表及配件-温湿度仪表-热电偶,
无卤低烟低毒阻燃钢带铠装电缆\WDUZC-YJY22-0.6/1-2X4,电工产品-电线电缆光缆-电线电缆光缆-电力电缆,
金属缠绕垫\150*110*5/不锈钢加石墨/普通,材料产品-复合材料及制品-密封件-金属缠绕垫,
缠绕垫HG/T20631-2009(CL系列).\D100-150 1222.,材料产品-复合材料及制品-密封件-金属缠绕垫,
废水缓冲泵机封\LCF40/250 LCF40/250\个,机械产品-工业泵-工业泵及配件-离心泵配件,
MSA/梅思安 V-Gard500 ABS豪华型有孔安全帽 10172476-深圳能源定制 白色 前印橙色单色logo 后印黑色光明电力 右印黑色三位数编码 1顶,日常及办公用品-安全防护用品-劳动防护用品-工作帽,
不锈钢管/#304 φ42*3 6M/条,材料产品-黑色金属及制品-钢管-无缝钢管（米）,
缠绕垫片\65X48X4\不锈钢+石墨\宁波友邦,材料产品-复合材料及制品-密封件-金属缠绕垫,
金属缠绕垫/270X238X3,材料产品-复合材料及制品-密封件-金属缠绕垫,
外六角螺栓套装\M12×40\8.8级热镀锌（包括螺母、弹簧垫、垫圈）\M12×40\8.8级热镀锌\全牙\8.8级,五金材料-紧固件-螺栓-六角头螺栓,
六角头镀锌螺栓（含螺母、垫片）\M16*70,五金材料-紧固件-螺栓-六角头螺栓,
单级离心泵备件填料套\8SA-7,机械产品-工业泵-工业泵及配件-离心泵配件,
法兰\DN25-4.0MPa\ WN-FM\25\4.0MPa\Q235\件,五金材料-工业管件-法兰-法兰,
大型不等边角钢\110X70/8,材料产品-黑色金属及制品-型钢-角钢,
晨光M＆G 新锐双强力文件夹 A4资料夹 弹力夹 蓝 ADM95088,日常及办公用品-办公用品-办公文具-文件夹,
华为会议平板IdeaHub Board pro 65英寸 企业办公宝协作平板一体机 视频会议触摸智慧屏安卓+win双系统,电子通信及自动化产品-电子计算机-计算机-交互式一体机,
向心关节轴承/180/125-650S液压缸配套关节轴承,机械产品-轴承-轴承及附件-轴承,
给水泵备件冷油器密封胶条\GLS-100,专用设备及配件-汽轮机辅助系统设备-给水系统设备-给水泵配件,
排水PVC-U管件\PVC-U异径三通/DN40*32,五金材料-水暖五金-水暖接头-水暖异径三通,
悦卡（YUECAR）洗车毛巾擦车抹布专用洗车毛巾细纤维加厚吸水毛巾大号160*60cm灰色 汽车用品,日常及办公用品-日常生活用品-日用杂品-擦车巾,
重型锤打梅花板手\50mm,工器具-手动工具-扳手类工具-敲击梅花扳手,
钢制法兰蝶阀(单向）\D343H-16C/DN150,机械产品-工业阀门-工业阀门及配件-蝶阀,
内六角螺栓\M16*2.0*32 CH02.037.107,五金材料-紧固件-螺栓-内六角螺栓,
金属缠绕垫\48*42*4/不锈钢加石墨/普通,材料产品-复合材料及制品-密封件-金属缠绕垫,
Homeglen 平口垃圾袋一次性物业塑料袋环卫酒店客房 黑色80*100 50个装,日常及办公用品-日常生活用品-日用杂品-垃圾袋,
柱销\泵型号：NM063BT01L06V 5067634,机械产品-工业泵-工业泵及配件-螺杆泵配件,
止回阀\H44H-25C  DN250,机械产品-工业阀门-工业阀门及配件-止回阀,
压力变送器\3051CG2A22A1AB4/-6~0KPa/Rosemount,仪器仪表-自动化仪器仪表及配件-压力仪表-压力变送器,
螺栓\M12X25 8.8级、不锈钢304、执行标准GB/T 5783-2016,五金材料-紧固件-螺栓-六角头螺栓,
编织袋\袋口60CM，袋长80CM，内衬薄膜,日常及办公用品-日常生活用品-日用杂品-编织袋,
圆柱滚子轴承\P300-6G4CC\NSK,机械产品-轴承-轴承及附件-轴承,
"熟石灰（氢氧化钙）/Ca(OH)2含量≥95%
比表面积≥18㎡/g
细度：325目(过筛≥90%)",材料产品-工业用剂-化学水处理材料-氢氧化钙,
精密过滤器滤芯（冷干机前）/E7*-40,机械产品-分离设备-过滤器及配件-过滤器配件,
中间继电器\辅助触头/100-KFA31Z,电工产品-继电器-继电器及配件-中间继电器,
油污清洗剂\BY55\ \油污清洗剂\BY55\400ml/瓶\瓶,材料产品-工业用剂-工业用剂-清洗剂,
南孚(NANFU)5号碱性电池12粒 聚能环2代 适用于儿童玩具/血压计/血糖仪/挂钟/键盘/遥控器等 LR6AA,电工产品-交直流电源-电池-普通电池,
轴承\6305CZ,机械产品-轴承-轴承及附件-轴承,
刮板输送机备件排渣门\MW.QDM900.0-WG,机械产品-工程、运输设备-工程、运输机械及配件-输送机配件,
多功能手电筒\世达/90790,工器具-手动工具-其它手动工具-手电筒,
得力（deli）竹纤维纸杯250ml办公用品 一次性水杯加厚纸杯 100个/袋 19208,日常及办公用品-厨具及附件-餐具-杯,
格之格m227fdw墨盒 适用惠普cf230a硒鼓 m227fdn m227sdn\m203dw m203d m203dn cf230a粉盒带芯片双支装#,日常及办公用品-办公用品-办公耗材-硒鼓,
泡沫消防间门帘\4470*2680mm材质：棉麻，防火材料,日常及办公用品-日常生活用品-日用杂品-门帘,
SHINICHI/新一工品 镀锌接头 DN15 外丝、对丝 1个,五金材料-水暖五金-水暖接头-内接头,
得力 9546 黑色长尾票夹长尾夹 15mm 12只/盒 (单位:盒) 黑色,日常及办公用品-办公用品-办公文具-夹子,
轴承\6020 2RS C3 Z17\TIMKEN,机械产品-轴承-轴承及附件-轴承,
验电器\高压声光验电器\INFELUN-GDY-Ⅲ-35kV,仪器仪表-分析、实验仪器仪表及配件-实验仪器仪表-验电器,
毕亚兹 透明封箱宽胶带 60mm*65y 59米 高粘度包装封箱带批发 打包封口胶布 封箱神器 3卷/筒 JD-01,日常及办公用品-办公用品-办公文具-胶带纸,
d型金属缠绕垫\5“300\不锈钢+石墨\宁波友邦,材料产品-复合材料及制品-密封件-金属缠绕垫,
碘标准溶液（0.1mol/l）/标准溶液 500ml/瓶,材料产品-化学试剂-化学试剂-碘标准溶液,
电焊条\J507\ Φ3.2,五金材料-焊接材料-焊条-焊条,
金属缠绕垫\Φ160X210X4.5\304+石墨\岳阳洞庭,材料产品-复合材料及制品-密封件-金属缠绕垫,
"""电缆保护管/不绣钢蛇皮软管/1""\""电缆保护管/不绣钢蛇皮软管/1""",电工产品-电线电缆光缆-线缆附件-电缆保护管,
洁丽雅（Grace）毛巾 A类纯棉吸水素色柔软洁面巾擦脸巾 单条装 70*34cm 白色 90g,日常及办公用品-日常生活用品-日用杂品-毛巾,
气动执行装置备件AV2定位器阀体\5400260A1/BAILEY,仪器仪表-自动化仪器仪表及配件-执行机构及配件-执行机构配件,
轴承\22217KEMW33C3 D1\TIMKEN,机械产品-轴承-轴承及附件-轴承,
阻燃接地电缆\ZC-VV-0.6/1.0-1×25,电工产品-电线电缆光缆-电线电缆光缆-电力电缆,
SUPFIRE/神火 防爆头灯(含电池充电器) HL11 1套,电工产品-照明器具-灯器具及附件-头灯,
福茗源 茶叶 四大红茶500g 2022新茶金骏眉祁门红茶正山红茶小种云南滇红一级蜜香浓香型茗茶中秋送礼盒装,日常及办公用品-食材-调味品、油脂及其它-茶饮,
止回阀\HC41X\HC41X，1.6Mpa，DN50，80℃\台,机械产品-工业阀门-工业阀门及配件-止回阀,
维达（vinda）100抽超韧硬盒抽纸原生餐巾纸面巾纸36盒纸巾整箱V2260,日常及办公用品-日常生活用品-日用杂品-抽纸,
"惠普（HP）CF218A 18A黑色打印硒鼓 (适用于HP M104a,M104w,M132a,M132nw,M132fn,M132fp,M132fw",日常及办公用品-办公用品-办公耗材-硒鼓,
RONGFENG/戎锋 秋冬三合一冲锋衣 RF-C2011-仲恺深能燃气定制 3XL 灰色 前后都加反光条 1件,日常及办公用品-安全防护用品-劳动防护用品-工作服,
绝缘电线\单股单芯铜芯线/BV/2.5mm⒉/450/750,电工产品-电线电缆光缆-电线电缆光缆-电力电缆,
推耙机备件CAT953D\提升油管/311-8485,机械产品-工程、运输设备-工程、运输机械及配件-推土机配件,
绿联 HDMI视频采集卡4K输入适用笔记本电脑手机相机直播采集器USB/Type-C双输出录制盒,日常及办公用品-办公用品-办公耗材-采集卡,
低压缸备件第六级反向动叶片\75A.206.,专用设备及配件-汽轮机系统设备-发电汽轮机本体组件-汽轮机低压缸配件,
DELIXI/德力西 手动液压钳 YQK120 压接范围10~120平方 18×8×45cm 1把,工器具-液压工具-液压工具-液压钳,
稳健（Winner）京东健康联名款一次性成人医用外科口罩独立装50只/盒 三层防护棉里层亲肤透气防尘防花粉,日常及办公用品-安全防护用品-劳动防护用品-口罩,
Raxwell Comfort 多功能安全鞋，防砸，防刺穿，电绝缘(6KV)，41码,日常及办公用品-安全防护用品-劳动防护用品-工作鞋,
标气减压阀\防爆型不锈钢减压阀210679,机械产品-工业阀门-工业阀门及配件-减压阀,
单向钢制法兰蝶阀\D343H-25C/DN150\null,机械产品-工业阀门-工业阀门及配件-蝶阀,
电焊条/J422 φ3.2mm,五金材料-焊接材料-焊条-焊条,
油漆\红、绿、黄2.5kg,材料产品-涂料-涂料-调和漆,
排水PVC-U管件\UPVC插口法兰/DN100,五金材料-工业管件-法兰-法兰,
朴厨 16L升双桶垃圾分类垃圾桶带盖大号干湿分离家用脚踩商用二合一脚踏垃圾桶 蓝色灰色 可收回+其他垃圾,日常及办公用品-日常生活用品-日用杂品-桶,
"调节阀备件KEY175\13B9736*012DEARING,THRUST",机械产品-工业阀门-工业阀门及配件-调节阀配件,
35kV绝缘杆/齐鲁安然【伸缩式】高压令克棒10KV拉闸杆35KV绝缘杆110KV令克棒低压变电站电力工具 4节10米 10-35KV以内均可使用,工器具-手动工具-电工工具-绝缘操作杆,
滑动轴承\80314(进口6314ZZ),机械产品-轴承-轴承及附件-轴承,
冷端传热元件盒“D”\F002JAH010B031,专用设备及配件-锅炉系统设备-空气预热器-空气预热器配件,
先科（SAST）充电无线麦克风一拖二话筒U段家庭KTV唱歌演讲舞台K歌会议音箱音响功放电视车载电脑OK-64 黑,日常及办公用品-家用电器-大家电-组合音响,
得力 彩色长尾夹 燕尾夹票夹 多功能鱼尾夹不锈钢蝴蝶夹文件试卷书夹 商务办公用品 50只/筒 1筒装 8520,日常及办公用品-办公用品-办公文具-夹子,
罗技 （Logitech）C925e高清网络摄像头/自动对焦/双降噪麦克风/即插即用/2年保修,电子通信及自动化产品-控制系统、集中监视系统及配件-工业监控设备-摄像头,
钢制手动球阀\DN65 1.6MPa\Q41F-16C （螺栓、垫片、法兰）\DN65 1.6MPa \套,机械产品-工业阀门-工业阀门及配件-球阀,
斑马牌（ZEBRA）中性笔芯（适用于JJ1/JJ4/JJ100）0.5mm啫喱笔替芯 水笔芯 C-RJAH5 黑色 10支装,日常及办公用品-办公用品-办公文具-笔芯,
成型石墨盘根\Φ51/36\石墨\岳阳洞庭,材料产品-复合材料及制品-密封件-成型填料,
轴承\6313/E SKF,机械产品-轴承-轴承及附件-轴承,
得力(deli)78981黑色【5只装】四联带笔筒收纳桌面 镂空文件栏文件框/资料筐 办公用品,日常及办公用品-家具-柜、箱、架-架,
晨光牛奶灭菌乳纯牛奶200ml*12盒常温早餐奶 礼盒装,日常及办公用品-食材-调味品、油脂及其它-乳类,
电动螺丝刀/BOSCH GO2 / BOSCH\电动螺丝刀/BOSCH GO2 / BOSCH,工器具-电动工具-装配作业类电动工具-电动螺丝刀,
机械密封\热水循环泵型号：PH751EH ，机封密封与泵型号配套,机械产品-工业泵-工业泵及配件-离心泵配件,
格之格 1333A 粉盒 适用惠普M437n 437dn 437nda\439n 439dn 439nda\1333a打印机硒鼓,日常及办公用品-办公用品-办公器材-办公器材配件,
变频器\品牌：ABB 型号：ACS510-01-046A-4 功率：22kW,电子通信及自动化产品-控制系统、集中监视系统及配件-变频系统-变频器,
海尔 Haier 商用不锈钢四门厨房冰箱 饭店酒店立式双温冰柜冷柜 SL-1020C2D2,日常及办公用品-家用电器-大家电-冰柜,
不锈钢法兰\DN500，PN1.6,五金材料-工业管件-法兰-法兰,
YELANG/野狼 S330系列三角架电缆盘 YL-S33BS-1030 1个,电工产品-电线电缆光缆-电线电缆光缆-移动式电缆盘,
阻燃型空气过滤棉\510mm*185mm*10mm，合成纤维，过滤效率G4，耐温100℃,日常及办公用品-安全防护用品-劳动防护用品-滤棉,
截止阀阀门\型号：J41W-25RL 公称直径DN25，PN2.5 使用温度200℃ 介质：氨，蒸汽,机械产品-工业阀门-工业阀门及配件-截止阀,
油封\70×110×12/8\70\110\12\个,材料产品-复合材料及制品-密封件-骨架油封,
佳能（Canon）NPG-67原装墨粉盒适用佳能3020/3520/3320/3125/3120等 废粉盒一个,日常及办公用品-办公用品-办公器材-办公器材配件,
回用水输送泵/ZW-10-20，流量10m3，扬程20m/不锈钢,机械产品-工业泵-工业泵及配件-离心泵,
"SYG-OA型起重量限制器-5T/型号：SYG-OA 5t；电源电压:AC380V,50HZ；系统误差:小于±5%(F.S)；继电器触电容量为AC380V,3A。",机械产品-起重机械-起重机械及配件-电动葫芦配件,
金绿士（长方形银色30*24*61cm）不锈钢圆形垃圾桶酒店环卫大堂立式室外烟灰缸宾馆电梯口户外,日常及办公用品-日常生活用品-日用杂品-桶,
忆捷 EAGET SU12 固态U盘 512GB USB3.2 Gen2 大容量读速高达420MB/s 计价单位:个,电子通信及自动化产品-电子计算机-计算机外部设备-U盘,
聚氨酯系列10号稀释剂\ 10号稀释剂 20L/桶,材料产品-涂料-涂料-聚氨酯漆稀释剂,
起帆 电缆，ZB-RVV 5*2.5黑色，100米/卷,电工产品-电线电缆光缆-电线电缆光缆-电力电缆,
QD/强达螺丝 GB818十字盘头螺钉四件套 M3×10 不锈钢304 A2-70 螺钉×1+螺母×1+平垫×1+弹垫×1 1套,五金材料-紧固件-螺钉-开槽螺钉,
不锈钢压力表/Y60-量程：0~1.6MPa；等级：2.5；【径向/轴向】密封；接口：1/2,仪器仪表-自动化仪器仪表及配件-压力仪表-膜盒压力表,
联想ThinkPad X1 Nano-32CD 英特尔酷睿11代i7 商务办公 13英寸轻薄便携笔记本电脑 I7-1160G7/16G/1T/2K屏,电子通信及自动化产品-电子计算机-计算机-笔记本电脑,
O形圈\193.7*7,材料产品-复合材料及制品-密封件-O形圈,
QD/强达螺丝 高强度墙板钉 M3.5×45(镀锌) 1个,五金材料-紧固件-非螺纹钉-钢钉,
不锈钢截止阀/J41W-16P DN25 PN16 4个螺栓孔，155mm长,机械产品-工业阀门-工业阀门及配件-截止阀,
手动活接球阀\材质：UPVC/DN25/PN10/品牌：环琪,五金材料-水暖五金-水暖阀门-水暖球阀,
空气开关\C65N 3P 63A 380V,电工产品-高、低压开关电器-断路器及配件-低压断路器,
二氧化碳\瓶装二氧化碳干冰,材料产品-气体-气体-二氧化碳,
得力(deli) 胶水/502强力胶水 快干 防堵塞胶头 可粘塑料金属陶瓷橡胶补鞋 502瞬间胶【50g/瓶*5瓶】53579,材料产品-胶粘剂-胶粘剂-强力胶,
轴承\7210-B-XL-MP-UA\FAG,机械产品-轴承-轴承及附件-轴承,
辊-盘磨备件么碗罩壳(盖)\RP783,专用设备及配件-锅炉辅助系统设备-制粉系统设备-制粉系统磨煤机配件,
开关蝶阀\DN250PN40/LW8MBH250,机械产品-工业阀门-工业阀门及配件-蝶阀,
滑动轴承\7515(进口32215),机械产品-轴承-轴承及附件-轴承,
耐振式压力表\YTN-100/0~0.1MPa/1.5/100,仪器仪表-自动化仪器仪表及配件-压力仪表-弹簧管压力表,
焊接弯头\合金弯头/89/8/45度/12Cr1MOV,五金材料-工业管件-弯头-弯头,
斑马牌（ZEBRA）中性笔 0.5mm 会议签字笔 学生标记笔水性笔 BE-100 黑色 单支装,日常及办公用品-办公用品-办公文具-笔,
格赞TN321黑色粉盒 适用柯尼卡美能达Bizhub C224 C284 C364 7822 7828硒鼓墨盒粉盒碳粉盒,日常及办公用品-办公用品-办公耗材-硒鼓,
氟O形圈\80X73X3.5\橡胶\宁波友邦,材料产品-复合材料及制品-密封件-O形圈,
得力(deli) 0037回形针 3#金属镀镍防锈曲别针29mm 办公用品 200枚/筒 5筒装,日常及办公用品-办公用品-办公文具-回形针,
螺杆式空气压缩机备件外接头\O型圈/39253992,机械产品-压缩机设备-压缩机及配件-螺杆式压缩机配件,
截止阀\电动截止阀(2SA3032电装)/J961Y-320DN80,机械产品-工业阀门-工业阀门及配件-截止阀,
华为路由器AX2pro#家用无线全千兆\/5G双频高速穿墙王信号放大器mesh儿童上网保护 [WIFI6] WS7002,电子通信及自动化产品-信息系统及设备-网络系统设备-路由器,
低温省煤器升压泵（凯泉泵业）机械密封\KZE250-400\1475r/min\KZE250-400\1475r/min\凯泉泵业\套,机械产品-工业泵-工业泵及配件-离心泵配件,
接触器\接触器型号：CJX2S-0911 线圈电压AC220V,电工产品-接触器-接触器及配件-交流接触器,
BLD\YTHN-150.AO.531 M20 耐震径向压力表\0~2.5MPa 计价单位:个,仪器仪表-自动化仪器仪表及配件-压力仪表-弹簧管压力表,
滑动轴承\502219（进口RN219）,机械产品-轴承-轴承及附件-轴承,
工业泵机封/M32N/50-G6,机械产品-机械密封-机械密封及配件-机械密封,
合金钢焊丝\H08CrMoV/2.5MM,五金材料-焊接材料-焊丝-焊丝,
螺杆/M14*60 8.8级 平垫、弹垫、螺母  ,五金材料-紧固件-螺栓-双头螺栓,
兄弟 标签色带， 黄底/黑字（强粘性） 18mmTZe-S641 单位：卷,日常及办公用品-办公用品-办公耗材-标签色带,
定排水池排水泵/ZW65-40-25-7.5,机械产品-工业泵-工业泵及配件-离心泵,
爱普生（EPSON) DS-570W II 【服务尊享版】A4幅面35ppm高速高清无线Wifi办公文档馈纸式扫描仪DS-570W,日常及办公用品-办公用品-办公器材-扫描仪,
西玛（SIMAA）80mm 快干印台印泥 财务办公用品 蓝色圆形透明外壳 19939,日常及办公用品-办公用品-办公文具-印台,
快速修补剂\BY938\快速修补剂\BY938\千克,材料产品-胶粘剂-胶粘剂-修补剂,
截止阀\J41H-16CDN25,机械产品-工业阀门-工业阀门及配件-截止阀,
江民杀毒U盘\8G,电子通信及自动化产品-信息系统及设备-应用软件-管理软件,
熔断器底座\YRPV-30\浙江银河熔断器有限公司,电工产品-熔断器-熔断器及配件-熔断器配件,
HUAXIA/华夏电缆 ZC-DJYP2VP2-4*2*1.0\1米 控制电缆,电工产品-电线电缆光缆-电线电缆光缆-计算机电缆,
FLUKE/福禄克 数字万用表保险丝 FLUKE-FUSEO.44A（DMM-B-44/100-R） 毫安档保险丝 1个,仪器仪表-电工仪器仪表及配件-多功能测量仪表-测量仪表配件,
截止阀\电动/J961H-64DN50,机械产品-工业阀门-工业阀门及配件-截止阀,
超霸（GP）7号碳性电池干电池40粒装 适用于闹钟/遥控器/手电筒/收音机等 AAAR03,电工产品-交直流电源-电池-普通电池,
滑动轴承\46319(进口7319),机械产品-轴承-轴承及附件-轴承,
卫生纸类/擦手纸/\卫生纸类/擦手纸/,日常及办公用品-日常生活用品-日用杂品-抽纸,
不锈钢管\273/8/不锈钢,材料产品-黑色金属及制品-钢管-无缝钢管（米）,
齐心(Comix) 漂流瓶彩色笑脸票夹 长尾夹 （内装25mm12只 19mm24只） B3697,日常及办公用品-办公用品-办公文具-夹子,
阻燃电缆\ZR-YJV-3×16+2×10无氧铜国标电缆,电工产品-电线电缆光缆-电线电缆光缆-电力电缆,
